Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 10,Area Sample 10,#Peptides,#Unique,#Spec Sample 10,PTM,Avg. Mass,Description
13,3301,AM_AGSSY_2967008_1,17.70,5,5,1.26E4,1,1,1,,19058,AM_AGSSY_2967008_1
26,6852,AM_AGSSY_306510_1,16.92,2,2,1.17E3,1,1,1,,55091,AM_AGSSY_306510_1
27,6853,AM_AGSSY_35504_1,16.78,1,1,5.37E4,1,1,1,,92372,AM_AGSSY_35504_1
14,6859,AM_AGSSY_4640222_1,16.37,6,6,3.84E2,1,1,1,,11585,AM_AGSSY_4640222_1
14,6872,AM_AGSSY_773004_1,16.37,2,2,3.84E2,1,1,1,,38379,AM_AGSSY_773004_1
14,6882,AM_AGSSY_481317_1,16.37,1,1,3.84E2,1,1,1,,48276,AM_AGSSY_481317_1
14,6958,AM_AGSSY_39249_1,16.37,1,1,3.84E2,1,1,1,,94181,AM_AGSSY_39249_1
30,6856,AM_AGSSY_1024834_1,16.10,3,3,0E0,1,1,1,Deamidation (NQ),37441,AM_AGSSY_1024834_1
32,6858,AM_AGSSY_3556994_1,15.95,7,7,9.63E3,1,1,1,,16505,AM_AGSSY_3556994_1
33,6860,AM_AGSSY_5518665_1,15.33,29,29,0E0,1,1,1,,7435,AM_AGSSY_5518665_1
